STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : DENIZLI CARDAK ILCE GIDA TARIM VE HAYVANCILIK MUDURLUGU
EARTHQUAKE DATE         : 2019/08/08 11:25:30 (GMT)
EPICENTER COORDINATES   : 37.85100N-29.58400E
EARTHQUAKE DEPTH (km)   : 10.92
EARTHQUAKE MAGNITUDE    : 6.0 Mw
STATION ID              : 2005
STATION COORDINATES     : 37.82446N-29.66813E
STATION ALTITUDE (m)    : 863
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 52709/101159
RECORD TIME             : 08/08/2019 11:25:27.00 (GMT)
NUMBER OF DATA          : 3776
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 423.363542 (E-W) 274.004174 (U-D) 347.534292
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    7.970168     -2.275223     8.984468
    8.597511     -4.603981     6.257318
    8.627657     -4.397379     4.247430
    7.916373     -4.162190     2.826682
    5.969375     -4.036669     1.939982
    3.743788     -4.432722     1.961811
    2.945706     -5.551233     1.444916
    1.992477     -5.422334     2.238061
    0.962844     -3.508859     4.801747
    2.050689     -1.045225     4.762766
    1.613316      0.695691     3.436094
    1.724024      1.399438     3.180635
    4.421287      2.600329     2.630735
    4.399198      3.607872     3.632561
    2.450640      4.196234     4.708711
   -0.134356      5.808251     4.546808
   -3.822531      6.695471     4.363335
   -7.515643      7.151555     1.792372
  -11.296333      6.615949    -1.615136
  -14.213973      4.205330    -2.509892
  -13.720466      1.280414    -1.608379
  -10.955115     -2.421534    -0.698809
   -7.681184     -5.547594    -0.194648
   -3.291602     -6.008876     0.864611
    0.485970     -5.441824     2.208175
    2.867223     -5.455078     2.087332
    5.065003     -2.637492     0.295480
    7.541890      1.732860    -0.538725
    9.265655      3.889319     0.902033
   10.102458      4.406734     1.228958
   11.007610      3.675440    -0.851097
   10.744095      5.032258    -2.661400
    8.297353      7.012521    -2.332136
    4.728462      5.113860    -0.531189
    1.726363      2.806412     0.083940
   -1.147097      2.057446     0.617468
   -4.075131      1.200372     2.111761
   -4.331890     -0.782490     3.108909
   -2.196740     -3.639058     3.918166
   -0.122402     -5.482365     3.584224
    1.626050     -6.860753     0.716481
    2.937390     -8.539038    -2.079536
    3.478714     -8.849072    -2.948305
    1.295487     -7.684823    -3.581105
   -2.874240     -7.330610    -3.031985
   -3.941295     -8.296053    -1.411392
   -3.275230     -9.796064     0.747146
   -3.536146    -10.696018     2.917899
   -2.271325     -9.400531     2.742742
   -1.246370     -7.006544     1.426465
   -3.127880     -5.354506    -1.373710
   -4.717807     -5.203517    -4.451433
   -5.358924     -5.471710    -5.019524
   -6.970421     -5.515370    -2.832140
   -7.720946     -5.582418     2.536659
   -7.227959     -4.419208     6.190010
   -6.181174     -2.844874     5.263809
   -4.253147     -1.217784     2.278602
   -2.543936      0.234409     0.218557
   -1.919711      0.296260     1.942061
   -1.510925      0.033524     2.419455
   -0.819392      0.525471    -2.304589
   -0.302497      2.504695    -5.764332
    0.925682      4.344364    -3.682977
    2.704540      5.506014    -1.358377
    5.061364      6.761480    -0.332902
    8.121676      7.298905     0.145531
    7.854522      7.673908    -4.003145
    5.405701      5.920518    -3.778612
    5.258611      3.247943    -0.510658
    2.276782      1.155933    -2.730528
   -3.141913     -0.752604     0.982595
   -4.386724      0.288983     3.719620
   -6.432995      0.678019     0.375262
   -8.393507     -0.258578     0.116425
   -6.006277      1.707912    -1.875013
   -6.838144      4.367233    -3.408287
   -7.379727      4.707412    -0.533008
   -3.665045      4.798369     2.298352
   -3.983914      4.332669     1.415810
   -3.367486      0.897875     0.812116
    2.030419      0.319649     0.392414
    2.420235      0.279628     0.156446
    0.021050     -2.698043     3.461042
    3.587862     -3.333962     1.673088
    7.506027     -4.415310     0.221935
    8.568664     -4.791092    -0.839663
   11.506834     -4.046285    -5.976911
   11.602728     -3.939735    -5.764592
    6.484971     -0.976098    -4.892444
    1.988059      1.823297    -2.078236
    0.160864      2.871641     1.369552
   -2.817327      4.396599     2.151002
   -6.551239      5.007310     5.600609
   -6.399471      4.970927     3.957407
   -7.155713      7.498751     0.446988
   -8.747980      8.262269    -1.937123
   -7.617255      6.878424    -8.067362
   -8.660921      8.985507    -9.159625
   -9.260977      9.707445    -3.396073
   -8.106083      8.260450     0.819392
   -7.774740      7.684043    -0.573289
   -5.755496      6.342038    -3.314731
   -4.473003      3.489888    -5.024462
   -4.502629     -1.080049    -2.501576
   -2.120336     -2.575901     3.336301
   -1.682184     -0.159564     2.923876
   -3.363328      1.654377     2.341752
    0.566532      3.219096     2.102405
    4.549927      2.637752     1.070693
    6.143752      0.889299     2.265868
    8.894290      1.159571    -0.828228
    6.403889      0.244804    -2.064723
    4.253407     -2.168674    -1.661654
    6.303836     -2.751318    -1.919711
    4.318116     -0.795743    -0.039501
    0.823550     -1.180361    -0.105250
   -0.644235     -5.224567    -1.608119
   -2.215451     -8.572043    -3.860473
   -2.721952    -10.314258    -3.679858
   -1.221422    -10.549707    -2.450120
    1.677506    -10.172365    -2.689207
    4.348002     -7.727962    -2.515609
    5.356585     -4.443897    -2.270545
    7.263822     -3.211300    -0.024169
    7.275776     -0.187891     2.587076
    4.071493      2.837597     5.633094
    3.938176      4.539272     5.885175
    4.405175      6.808258     3.106570
    3.238327      6.769796     6.329304
    4.490155      5.570983     8.339713
    6.341778      4.225860     5.909603
    5.890372      2.093829     3.171019
    3.173098     -0.899174    -0.204263
    0.833166     -4.295247     0.992470
   -0.742728     -4.640883     2.287437
   -3.766137     -2.629955     0.522873
   -3.993530     -2.320182    -1.583431
   -0.721938     -2.966496    -3.787447
    1.886967     -2.020024    -3.298619
    4.051223     -2.116958    -1.135662
    4.453512     -0.739090    -0.528070
    2.121636      4.331110    -2.219090
    1.756769      6.684296    -2.304589
    3.285625      8.726410    -0.266894
    2.593572     10.235775     0.639817
    2.338113      7.401557     1.898401
    4.313958      6.314231     2.071220
    5.873740      6.007317     1.645281
    5.853210      3.788747     3.140873
    4.476641      1.520280     3.597477
    2.144245     -1.681664     4.680385
   -0.499743     -4.297846     6.334762
   -3.573049     -6.921304     4.763286
   -5.647127    -10.120130     3.721699
   -5.270825    -12.772175     4.917912
   -4.544989    -14.305449     4.963911
   -3.871128    -13.660954     5.663759
   -3.770036    -11.700962     4.809024
   -5.224827     -8.971474     0.652811
   -4.103458     -7.196254     0.324067
   -0.282486     -6.183513     1.423866
    1.600842     -4.604761     2.148923
    2.581618     -3.054594     4.650759
    3.484691     -1.141380     4.143479
    4.784076      1.516122     1.599283
    6.831906      4.111254     0.060032
    4.654397      7.051762    -1.281973
   -0.391115      9.930420    -1.941021
   -1.318096     10.677826    -1.977404
    0.088098     11.526325    -1.877351
   -0.665285     11.061924    -1.363834
   -1.904639      7.020837     0.234669
   -3.135416      3.243265     0.541064
   -6.545522     -0.262216    -0.689714
   -9.994090     -2.405941     0.394753
  -10.104278     -2.230264     0.833685
   -8.857908     -2.187904     1.036909
   -7.949118     -0.525731     0.921004
   -7.495892      0.766117    -2.415817
   -8.727449      0.378381    -3.714422
   -9.427298      0.388256    -2.074338
   -7.712889      0.891638    -1.498711
   -4.805645      2.470131    -3.142952
   -0.856555      3.213119    -3.241706
    2.476368      3.828768    -1.329011
    3.113326      4.162190    -1.090184
    3.445449      3.053555    -2.344091
    3.489109      1.868256    -3.804339
    1.734939     -0.673601    -1.262742
    1.513524     -4.553825     1.522100
    2.867743     -6.896356    -0.184253
    1.633067     -7.133104    -0.163723
   -0.483631     -7.298646    -2.056407
   -0.511178     -7.586070    -5.789020
    0.551199     -7.398438    -5.634393
    1.094082     -6.798382    -4.298885
    0.883842     -4.711830    -2.242219
    3.806418     -1.895283    -2.076677
    8.772408      0.269752    -2.391648
    9.976678      1.738317    -3.155686
    9.500064      0.208161    -4.995616
   10.803087     -2.002612    -2.030419
   10.538272     -4.073572    -2.023922
    8.229265     -6.927021    -3.186612
    9.504741     -7.219903    -0.411125
   10.805686     -6.497185    -4.898681
    6.449887     -5.325399    -3.499244
    3.436873     -0.751045     2.323560
    2.011448      3.774973    -0.669703
    0.127080      3.973519     1.991178
    2.418415      5.319942     2.107343
    1.859160      6.676500    -0.552239
   -1.519241      4.653358     2.655423
    0.007017      3.479493     0.987533
   -0.751564      3.443890     1.757548
   -3.870088      3.697270     2.395286
   -3.219876      3.656210    -0.860713
   -4.537452      3.456364     1.777299
   -5.704560      3.735212     1.413731
   -3.912448      5.750298     1.026514
   -2.783023      6.341519     1.805106
   -1.349281      4.187138    -3.203504
   -2.118257      3.681937    -2.762233
   -1.649699      1.553545    -3.015353
    0.450367     -0.485190    -6.421821
    0.783789      0.367726    -4.830334
    2.968575      0.200365    -3.549140
    3.005478      1.484158    -0.960765
    1.319915      1.433482     1.099540
    0.772874     -0.376042     2.215971
   -0.774433      2.272364     5.250295
   -1.950637      3.648673     6.055394
   -4.785635      1.339926     4.235215
   -8.247716     -1.140340    -0.343298
   -6.873227     -3.186612    -3.589941
   -3.889579     -2.488582    -4.813442
   -4.452733     -3.123981    -4.109175
   -4.627370     -5.565526    -1.029893
   -3.647114     -5.634913    -0.448028
   -4.525758     -2.964157     2.037696
   -1.684523      3.387237     3.667904
    3.802260      6.848019     2.101885
    4.359177      7.371151     2.508593
    0.459722      8.241999    -0.003638
   -4.851124      2.188684    -3.634380
   -4.555904     -4.588128    -4.479500
   -0.609152     -4.025235    -2.171792
   -2.290816     -4.462088     3.097474
   -3.030686     -6.222235     2.981049
   -2.053028     -6.318390    -0.555097
   -4.394260    -10.106357     0.899954
   -3.756782    -12.086879     4.547328
   -1.205050     -7.832173     3.705326
   -1.699076     -4.446495    -0.361749
   -1.365134      0.009615    -1.714928
    1.291849      7.488356    -2.189724
    4.660634     12.900554    -2.086293
    7.175984     13.967349    -2.788480
    2.202198      9.896116    -6.074365
   -3.405688      5.615422    -6.758881
    2.632034      2.726629    -4.348782
    7.589968      1.076930     0.538985
   -0.282486      3.205843     5.649466
   -7.607899      3.394513     6.412985
   -4.825396      1.047304     3.139574
   -1.645541      1.944400     1.363315
   -2.132811      4.591247     4.023935
   -1.603701      5.523686     4.178822
   -0.144492      7.955355     1.852663
    1.270019     10.325953     3.425439
    1.702194      6.960286     6.360490
    3.232610      1.005724     8.320482
    5.316304     -5.271605     6.995369
    1.582391     -8.502656     3.055894
   -3.603974     -7.371151     1.130985
   -4.690260     -8.632334    -0.650472
   -6.205863    -10.776579    -1.595385
   -6.672862     -9.027087    -1.000526
   -2.898928     -5.397645    -0.138774
    0.375262     -1.430103     1.583950
    1.704533      0.509619     1.952196
    3.193109      0.837584     2.479746
    2.936350      2.736765     2.533281
    0.478693      4.211307     0.760660
   -0.906971      4.932206     2.041594
    0.432435      5.379974     4.893744
    2.138008      5.505494     5.602688
    0.498184      5.366200     4.110734
   -1.308741      3.514577     0.442051
   -0.843301      1.455051    -2.551472
   -0.682697     -1.867996    -2.122935
    0.086539     -5.402583     0.099533
   -0.661647     -4.615935     0.396053
   -2.994563     -3.219096     1.085246
   -2.737284     -2.616182     4.541351
   -1.310560     -1.434521     5.332416
   -0.186072     -1.359936     2.890612
    2.495339     -1.971167    -0.374223
    6.166881     -4.797849    -3.685835
    6.580346     -8.692366    -4.445976
    4.012501    -11.578300    -3.556936
    1.579792    -12.837144    -3.308494
    1.102398    -11.007610    -3.527311
    4.296546     -8.507593    -2.039775
    5.069161     -5.159338     0.133057
    0.319129     -0.941015    -0.135136
   -2.817327      1.863058    -2.777565
   -3.579286      4.029133    -6.655970
   -4.480539      4.818120    -6.763819
   -5.407780      3.217277    -2.845653
   -6.119584      0.820951    -1.354739
   -4.527577      1.191016    -2.410619
   -1.348762      3.687395    -4.278615
   -0.371104      6.432476    -4.630748
   -2.423613      8.995123    -2.423353
   -3.413484      7.318916    -1.338626
   -2.622939      3.048097    -2.071220
   -4.186618     -1.192316    -2.342531
   -4.724564     -4.306162     0.587322
    0.049637     -3.352153     2.867743
    3.381779      0.618507     1.661394
    2.735985      4.919472     1.592266
    4.185579      6.879204     1.898921
    6.673641      6.999527     2.610205
    6.934298      6.044999     2.296013
    6.809557      3.779391     0.152288
    8.303330      2.049650     0.492467
    9.604274      0.122142     1.454791
    8.438726     -2.364101     1.039508
    5.433508     -2.883335    -1.016639
    1.356298     -2.533801    -1.811862
   -0.365647     -0.397092    -0.119284
    1.314978      4.958453     0.380200
    1.136182      7.244591    -0.663206
   -1.783796      5.483405    -0.792885
   -1.329791      3.441291     1.184000
    2.466493      0.427238     0.620326
    3.018471     -2.267427     0.605254
    0.488569     -2.898668     2.897888
   -1.508326     -4.590467     1.662693
   -1.606300     -6.205603     0.663466
   -1.649959     -4.432982    -0.998447
   -5.426232     -2.522626    -1.435561
   -9.140134     -1.184519     1.192835
   -8.688208      0.204263     0.311593
   -7.748493      1.636186     0.776253
   -5.150762      3.061871     1.694398
   -0.800161      3.056673     0.178276
    0.310813      3.911149     0.358630
    0.082641      3.884641     0.181654
    0.069387      0.567571    -0.379940
   -0.740130     -3.442071     0.028586
   -0.084980     -5.859707     1.347722
    3.371644     -5.995622     0.697510
    6.445209     -7.411432     0.005198
    6.687415     -8.570484     2.499237
    4.483918     -6.842561     2.136709
    0.916326     -4.659595    -0.199586
   -1.476101     -2.256512    -3.066549
   -2.799395     -1.365914    -6.188971
   -2.911662     -1.540551    -4.967549
   -2.435047     -0.955308    -3.206362
   -2.890872      0.186332    -1.788993
   -1.220902      0.192569     0.773654
    1.609938      0.593819     0.805619
    2.253393      3.596958     1.068354
    1.294707      4.125028     3.109428
    0.062630      3.173098     4.247170
   -0.594339      0.976098     4.155173
   -0.504161     -2.990145     2.143465
   -0.309254     -4.357618     0.213359
   -1.944919     -7.299165    -0.239607
   -3.981576     -9.898195    -0.061591
   -4.353719     -7.813722     1.798869
   -6.246404     -4.917912     3.530689
   -8.700942     -1.052502     4.064216
   -8.591274      1.344604     3.328245
   -7.397919      1.613057    -0.001299
   -6.272651      3.783549    -1.686602
   -5.081635      4.046285    -2.780164
   -2.165815      1.939462    -4.297066
    1.002865      2.379954    -1.631248
    1.062637      1.982342     0.775213
    0.325626     -0.124741     1.578753
    1.320955     -0.044179     1.830574
    1.616695      0.621626     0.829268
    0.825109      2.024182     0.924902
    3.278348      1.456091     1.130985
    5.109702     -1.245590     0.744807
    2.226626     -1.577713     0.631241
    0.943354     -1.429323     1.125787
    1.946479      0.947512    -0.167361
    1.682444      3.316290    -1.635146
   -1.573555      3.360989    -0.039761
   -6.330864      3.977158     0.790546
   -6.637778      2.584737    -0.236488
   -4.608659      0.029366    -1.634107
   -3.882822     -3.491967    -2.531982
   -1.273917     -7.643762    -2.253653
    2.038215     -8.612064    -1.584210
    3.896076     -7.389862    -1.589668
    4.318896     -6.166881    -2.177509
    3.166601     -3.675960    -2.083174
    3.041600      0.024948    -1.523139
    2.908543      1.189717    -0.954008
    0.030406      1.213106    -1.603701
   -3.114106      0.552499    -2.943107
   -2.062384     -1.916853    -2.638531
    1.839150     -2.482085    -2.745081
    1.219603     -1.515863    -3.762759
   -1.662693      1.167627    -3.266914
    0.016892      5.199879    -2.589155
    2.649706      7.319696    -1.957653
    3.917906      7.342045    -1.944140
    5.550193      6.522653    -2.742742
    6.525771      7.735499    -1.820438
    6.024209      7.898961    -1.106816
    5.070200      5.431429    -0.541584
    5.569424      4.655437     0.299638
    5.641410      4.004445    -0.229471
    3.120343      4.360476    -1.277295
    1.324073      5.755756    -2.468312
    2.077457      5.122955    -2.861766
    1.704013      4.696237    -1.156972
    0.272091      4.995096     2.643469
    0.398651      4.563960     5.327219
    2.049650      4.873733     6.245624
    6.099573      5.655963     6.054614
    9.562694      3.618267     3.705846
    9.950171      1.007023     3.219356
    9.097254      0.245584     3.180635
    4.973266     -0.121882     1.837590
   -1.514823      0.182434     2.678292
   -4.300445     -0.322507     1.576674
   -4.991717     -1.294967    -0.214658
   -5.556950     -1.141640    -0.126300
   -3.642696     -1.099020    -1.232077
   -2.573042     -0.614349    -1.581611
   -2.689987     -0.329524    -2.200898
   -1.274437     -2.138008    -2.593053
   -1.674128     -4.577214    -1.488835
   -2.958440     -5.690267    -1.144498
   -1.330830     -5.289277    -0.222195
   -1.193615     -3.988592    -0.059772
   -2.768989     -2.788740    -1.523919
   -2.666598     -2.550953    -1.711550
   -3.566292     -2.022363    -1.524958
   -4.621133     -0.836284    -1.666591
   -5.033558     -0.042100    -0.637998
   -5.961578      1.255466    -0.071726
   -6.043959      2.589934    -0.518195
   -6.248483      2.132031    -0.881243
   -6.882323      1.132024    -1.905418
   -6.151808      0.941274    -3.318110
   -5.356325     -0.582124    -2.825643
   -5.208975     -0.034044    -0.684776
   -3.510419      2.793418    -0.030925
   -0.627863      2.225847     0.067568
    3.271332      2.814208    -1.173345
    7.029933      3.389576    -3.030166
    7.567358      1.518721    -1.320955
    7.506027      0.550160    -0.614089
    7.921571     -1.874233    -1.465966
    7.062157     -3.089678    -0.548081
    6.701448     -2.123975    -0.763519
    5.812669     -1.991178    -0.590441
    4.262503     -2.472470     0.458423
    3.445969     -2.481565    -0.571729
    2.060565     -1.496632     0.206082
    0.989352     -1.217264     2.992224
    0.477394     -0.718820     3.788747
    0.346936      1.020277     4.235735
    0.421780      3.026787     3.677779
   -0.804319      3.858914     2.105264
   -1.494293      3.223514     2.600069
   -0.399431      3.416083     3.165302
    1.356298      2.270285     3.435834
    3.802520     -0.900994     5.441045
    5.134650     -1.964410     6.645315
    4.946759     -2.079016     5.789540
    5.944946     -2.800954     4.381786
    6.434814     -3.192589     3.564473
    4.803047     -3.269513     3.268213
    4.302004     -3.488329     1.648140
    4.873214     -2.985467    -1.839929
    3.189730     -1.724544    -3.689994
    0.925162     -0.870068    -3.038742
   -0.669183      1.382286    -3.456624
   -3.516915      2.537439    -3.069147
   -6.077224      1.151775    -2.376835
   -7.820219     -0.419961    -2.643469
   -8.079836     -2.435827    -1.139821
   -7.798649     -3.861772    -0.575108
  -10.493054     -4.607359    -0.631241
  -11.983708     -4.588648     0.769756
   -9.216278     -3.844101     1.168407
   -6.432216     -2.779125     1.237015
   -4.651798     -1.107076     2.259631
   -1.867996      0.287164     1.071733
    0.590700      0.008316    -0.722978
    2.078236     -1.503908    -0.465180
    3.044979     -1.971427    -0.449847
    2.557450     -1.407234     0.676980
    1.574335     -0.907750     1.077190
   -0.416323     -1.107856    -0.286125
   -3.409586     -2.032498     0.025208
   -4.047065     -2.425952    -0.159305
   -3.633080     -1.317836    -1.129425
   -4.603981      0.232850    -1.560302
   -4.427265      0.959726    -1.724544
   -3.755223      0.846419    -0.920224
   -4.055381      0.879684    -0.350314
   -2.858127      2.485204    -0.277549
   -0.863571      4.492754    -0.407487
    0.181394      5.679092    -0.654890
    0.876825      5.898168     0.320688
    1.791332      4.807465     1.170486
    2.539258      3.284326     0.703227
    3.000800      2.084214     0.325366
    3.856575      1.232597     0.433215
    4.014840      0.207382     0.409826
    2.975072     -1.258844     0.000520
    2.577980     -2.129952    -0.641636
    2.642689     -1.637225    -1.194655
    2.024182     -0.631761    -0.889299
    1.742735     -0.050676     0.121882
    0.951150      0.225573     1.312379
   -1.292628     -0.052235     1.897622
   -2.527824     -0.395013     1.782496
   -2.367739      0.281707     1.897362
   -1.831873      0.651252     1.677506
   -0.865390      0.770795     1.682444
    0.050936      0.829268     2.076677
    0.570170     -0.944393     1.864617
    0.518974     -3.122422     1.754430
    1.534314     -4.478200     1.949857
    3.500283     -5.523166     1.362795
    3.055114     -6.662727     1.088105
    1.498711     -7.095941     1.686862
    1.124228     -5.825663     0.728955
    1.767683     -4.963391     0.667104
    3.580066     -3.927521     1.858900
    4.284332     -2.079796     0.601096
    3.561354     -1.843567    -0.025468
    4.284332     -1.743255     0.067568
    5.465473     -1.144238    -1.003125
    5.710277     -1.148916    -0.717001
    5.695204     -0.479733    -0.492467
    4.477681      0.251821    -1.066795
    3.057973      0.668144    -0.844860
    2.086812      2.874499    -1.070173
   -0.958166      6.072026    -1.323034
   -4.320975      7.012261    -0.467519
   -4.878151      5.689227    -0.213879
   -3.578506      4.169986    -1.030672
   -1.699076      2.713376    -1.824077
   -0.196467      1.070173    -2.417636
    0.173858      0.226873    -2.988066
    0.422820      0.712583    -3.046538
    1.719086      1.391381    -2.222728
    2.805632      1.277815    -1.954275
    2.905685      0.799382    -2.291336
    3.231051      0.723238    -2.219090
    3.009895      0.858114    -1.282233
    2.076417      1.518981    -0.019491
    1.817580      1.903339    -0.003378
    2.219869      1.100319    -0.423080
    2.098507      0.751045    -1.281713
    1.029633      0.458683    -1.574595
    0.531189     -1.029633    -0.755982
   -0.116945     -3.120863    -0.913987
   -1.384105     -4.478460    -0.640597
   -1.773141     -5.787981     0.144751
   -1.896063     -8.036696     1.034830
   -1.024435     -9.326206     1.857601
    0.566012     -9.078023     2.307188
    0.445169     -7.670010     3.346956
    0.373183     -5.906225     3.192069
    0.528590     -4.825656     1.994816
   -1.450374     -3.891658     1.465966
   -2.786661     -2.619560     1.554324
   -2.319402     -2.026001     1.359676
   -1.878651     -2.365400     1.010402
   -0.534827     -1.117731     1.249748
    0.920744      0.491687     1.769243
    1.375789      0.305875     2.285098
    1.219863      1.364614     1.732080
    0.523132      3.892698     1.230518
    0.433475      5.877118     1.635146
    1.090444      7.280714     1.336288
    1.619294      7.342825     0.506240
    1.520540      6.528890    -0.929060
    0.795743      5.862305    -2.429590
    0.349535      6.089698    -2.832919
    0.423859      7.336847    -2.502875
    0.326406      7.663253    -1.270019
    0.024169      7.379727    -0.279368
   -0.374223      6.926242    -0.409826
   -0.448808      5.279141    -1.453752
   -0.056913      2.713376    -2.531202
    0.371364     -0.167621    -2.152561
    1.686342     -2.231304    -2.020804
    2.575121     -2.415297    -2.765351
    0.934518     -1.763785    -3.183493
   -1.108635     -1.159311    -2.799395
   -1.796270      0.709464    -1.897362
   -2.700122      1.906198    -1.402036
   -3.600856      1.503129    -0.862532
   -3.600076      1.420488    -0.564193
   -4.262503      1.172825    -0.437113
   -5.029400      1.013001    -0.226873
   -4.728722      0.697250    -1.143719
   -4.905698      0.059772    -1.587848
   -5.936630      0.135656    -1.105517
   -6.348275      1.009882    -0.956867
   -4.535633      1.555624     0.034564
   -2.009629      0.829008     0.850318
   -2.112280     -0.128639     1.663213
   -1.949597     -0.519754     2.821744
    0.123961     -0.663466     2.658282
    0.787947     -0.654630     1.919711
    1.107076     -1.040288     0.709464
    2.126054     -1.428544    -0.912168
    2.162956     -0.587842    -1.750531
    1.289770     -0.108888    -1.369032
    1.163469     -1.095122    -1.017159
    2.361502     -2.159058    -1.021317
    2.932452     -2.523925    -0.982855
    2.334995     -2.514050    -1.534834
    2.122675     -2.955581    -1.361755
    1.509885     -3.111767    -0.685296
    0.309254     -2.026781    -0.752864
    0.271052     -0.264555    -0.174897
    0.919705      1.292888     0.332123
    1.730521      1.975585     0.385657
    3.134117      2.792638     1.162430
    4.551226      3.388796     1.139821
    5.441565      2.701941     0.767157
    5.674934      2.451160     0.729994
    4.882829      2.141906     0.196467
    3.506001      0.527810     0.332902
    2.716754     -0.801461     0.232850
    1.829534     -0.741169    -1.074072
    0.230251     -0.381240    -1.245331
   -0.352913     -0.459463    -0.825369
   -0.326146     -0.407747    -1.953236
   -1.847985     -0.872407    -2.195181
   -3.623725     -1.291589    -1.146058
   -3.655950     -0.901253    -0.166841
   -2.856048     -0.267154     1.483898
   -2.162696      1.290809     1.622672
   -1.383845      2.406461     0.965703
   -0.629422      2.155940     1.073292
   -0.669963      1.769502     0.318609
   -1.230518      0.998447    -0.167361
   -1.231817     -0.043659    -0.633840
   -2.037696     -1.607079    -0.692572
   -2.860466     -3.202204     0.048077
   -2.135669     -3.422320    -0.288463
   -2.754696     -3.240406    -0.265334
   -4.840469     -2.663999     0.111487
   -5.937670     -0.863311     0.548340
   -5.833199      0.996109     1.772361
   -6.210800      2.506254     2.387750
   -7.615695      3.819152     2.075118
   -7.918712      3.640877     2.187385
   -6.754983      2.584217     2.625537
   -5.761473      1.713369     1.846426
   -5.077217     -0.105250     1.054061
   -3.881523     -1.822517    -0.144751
   -3.006257     -2.625277    -1.753910
   -2.411918     -3.084220    -1.823817
   -2.047051     -2.962598    -2.199339
   -2.181408     -3.454285    -1.589148
   -1.176203     -4.012501    -0.034824
   -0.534827     -3.258338     0.251041
   -0.628383     -2.891651     1.435041
    0.274950     -2.602408     2.247936
    1.416590     -0.869808     2.067322
    2.001833      0.426718     1.491954
    2.061604      0.801721    -0.176716
    2.047311      1.462328    -0.729215
    0.972200      1.680365    -0.982075
   -0.304316      0.960765    -2.015606
   -1.451153     -0.176716    -1.991957
   -1.979223     -1.503388    -1.650999
   -2.702461     -2.065502    -1.240393
   -3.979756     -1.668410    -0.674381
   -3.539265     -1.247150    -1.386444
   -4.879451     -0.220376    -1.123968
   -3.604234      0.728175    -0.985194
   -1.012221      1.409053    -1.523919
   -1.951936      1.652818     0.296000
   -0.278588      0.923603     0.199066
    0.980776      0.864091    -0.957127
    1.397099      0.941534    -1.056660
    2.967276      1.075891    -1.278335
    3.402829      1.216484     0.395793
    3.865151      1.128386     1.140600
    5.242499      1.316797     0.675420
    6.523173      1.116691     0.444390
    6.684816      1.358897    -0.300938
    6.361269      1.762486    -1.054321
    5.593852      1.685822    -2.501836
    4.320195      1.475322    -2.775746
    2.514570      0.601875    -1.719086
    0.792625     -0.928021    -1.026514
   -0.323027     -2.128653    -0.120843
   -0.777292     -2.835258     0.160344
    0.167621     -3.374763     0.287424
    1.624751     -3.714682     0.369805
    2.778345     -4.022376    -0.210500
    3.245084     -3.761460    -0.050936
    3.636979     -3.345397     0.665545
    4.206369     -3.108909     1.203750
    3.749505     -2.847472     1.681404
    3.755223     -2.846693     1.945439
    4.137242     -2.291855     1.774960
    4.035630     -1.220642     1.117731
    3.948831      0.114346     0.713102
    2.876838      1.772621     0.304056
    1.473503      2.730008    -0.266374
    1.225840      3.543163    -0.127859
    1.227659      4.055640     0.361489
   -0.061851      3.439212     1.700375
   -1.060298      2.986506     2.469351
   -1.267160      2.460256     1.837590
   -1.700375      2.320702     1.763006
   -1.062117      2.487803     1.264561
   -0.243245      1.758068     0.872667
   -0.246623      1.152554     0.666844
   -0.237787      0.348235    -0.441271
   -0.610451     -0.271052    -0.546002
   -1.117991     -0.012994     0.153847
   -1.615915      0.163203     0.798602
   -2.724810      0.323547     1.109415
   -3.653611      0.407747     0.841742
   -3.941295      0.275729     0.564193
   -3.935837      0.638518    -0.006757
   -3.170759      1.513264    -0.125001
   -2.266127      2.169713    -0.034044
   -2.039515      2.274703     0.308474
   -0.675680      2.309787     0.734412
    1.216484      2.240659     0.268713
    1.591227      1.082907     1.789253
    1.607599     -0.236748     3.112027
    0.686335     -1.403856     2.905165
   -0.988572     -3.148410     2.817067
   -1.883329     -4.350081     0.904372
   -2.875539     -5.228465     0.738051
   -2.992484     -6.087099     1.211287
   -1.897362     -6.357111     0.653331
   -1.146837     -6.165322     1.520540
   -0.773394     -5.609965     1.231297
   -0.551459     -4.892444     0.948031
    0.046778     -3.582664     0.650212
    0.419961     -1.717007    -0.017932
   -0.200625      0.017152     0.643975
   -0.312112      1.388003     0.481032
    0.026767      2.721692    -0.141893
    0.265334      3.917126    -0.478953
    1.045745      3.901014    -0.963104
    1.516122      3.436354    -1.221162
    1.378907      2.735465    -1.486496
    0.839922      1.457650    -1.476621
    0.548081      1.029633    -1.693359
    1.779898      0.632281    -1.478700
    3.065509      0.111227    -0.877085
    3.311613      0.166841    -0.988052
    4.151795     -0.046258    -0.925942
    5.070720     -0.264295    -1.131764
    4.756009     -0.240646    -0.924123
    4.399977     -0.329264    -0.055614
